food_name,serving_size_g,calories,protein,fat,carbohydrates,sugar,sodium,fiber,calories_from_macro,protein_per_calorie,fat_per_calorie,carbs_per_calorie,calorie_category,is_high_protein,is_high_fiber,is_high_sodium
bayam brazil,100.0,22.0,2.7,0.4,3.4,0.4,75.0,2.0,28.0,0.1227,0.0182,0.1545,rendah,0,0,0
bayam hijau,100.0,23.0,2.9,0.4,3.6,0.4,79.0,2.2,29.6,0.1261,0.0174,0.1565,rendah,0,0,0
bayam malabar,100.0,19.0,1.8,0.3,3.4,0.5,24.0,2.1,23.5,0.0947,0.0158,0.1789,rendah,0,0,0
bayam merah,100.0,25.0,3.5,0.5,3.5,0.4,75.0,2.0,32.5,0.14,0.02,0.14,rendah,0,0,0
bayam putih,100.0,23.0,2.9,0.4,3.6,0.4,79.0,2.2,29.6,0.1261,0.0174,0.1565,rendah,0,0,0
bayam raja,100.0,24.0,3.0,0.4,3.7,0.4,80.0,2.2,30.4,0.125,0.0167,0.1542,rendah,0,0,0
bb ipam,100.0,215.0,12.5,22.5,45.5,28.5,65.0,4.5,434.5,0.0581,0.1047,0.2116,sedang,0,0,0
bebek betutu,100.0,285.0,22.5,18.5,6.5,1.5,520.0,1.0,282.5,0.0789,0.0649,0.0228,sedang,1,0,0
bebek timbungan bali,100.0,285.0,22.5,18.5,6.5,1.5,520.0,1.0,282.5,0.0789,0.0649,0.0228,sedang,1,0,0
beberuk terong lombok,100.0,75.0,2.5,2.5,11.5,3.5,380.0,3.0,78.5,0.0333,0.0333,0.1533,rendah,0,0,0
belacan,100.0,235.0,25.5,4.5,22.5,2.5,2014.0,3.0,232.5,0.1085,0.0191,0.0957,sedang,1,0,1
belimbing,100.0,31.0,1.0,0.3,6.7,4.0,2.0,2.8,33.5,0.0323,0.0097,0.2161,rendah,0,0,0
belimbing dewa,100.0,68.0,1.0,0.3,6.7,4.0,2.0,2.8,33.5,0.0147,0.0044,0.0985,rendah,0,0,0
belimbing dewi,100.0,31.0,1.0,0.3,6.7,4.0,2.0,2.8,33.5,0.0323,0.0097,0.2161,rendah,0,0,0
belimbing wuluh,100.0,30.0,0.7,0.4,5.5,3.5,4.0,1.5,28.4,0.0233,0.0133,0.1833,rendah,0,0,0
bengkuang,100.0,38.0,0.7,0.1,8.8,1.8,4.0,4.9,38.9,0.0184,0.0026,0.2316,rendah,0,0,0
bihun beras,100.0,364.0,4.5,0.5,84.5,0.5,8.0,1.5,360.5,0.0124,0.0014,0.2321,tinggi,0,0,0
biji bunga matahari,100.0,584.0,20.8,51.5,20.0,2.6,9.0,8.6,626.7,0.0356,0.0882,0.0342,sangat tinggi,1,1,0
biji chia,100.0,486.0,16.5,30.7,42.1,0.0,16.0,34.4,510.7,0.034,0.0632,0.0866,tinggi,1,1,0
biji labu,100.0,559.0,30.2,49.1,10.7,1.4,7.0,6.0,605.5,0.054,0.0878,0.0191,sangat tinggi,1,1,0
biji selasih,100.0,75.0,5.0,0.5,14.5,0.5,8.0,5.5,82.5,0.0667,0.0067,0.1933,rendah,0,1,0
biji wijen,100.0,573.0,17.7,49.7,23.5,0.3,11.0,11.8,612.1,0.0309,0.0867,0.041,sangat tinggi,1,1,0
bika ambon medan,100.0,285.0,4.5,6.5,52.5,22.5,95.0,1.0,286.5,0.0158,0.0228,0.1842,sedang,0,0,0
bingka barandam,100.0,245.0,4.5,8.5,38.5,18.5,95.0,1.0,248.5,0.0184,0.0347,0.1571,sedang,0,0,0
binte biluhuta,100.0,165.0,6.5,5.5,22.5,2.5,380.0,3.5,165.5,0.0394,0.0333,0.1364,sedang,0,0,0
bisbul,100.0,62.0,0.7,0.4,15.5,10.5,3.0,2.5,68.4,0.0113,0.0065,0.25,rendah,0,0,0
biskuit khong guan,100.0,425.0,7.5,14.5,65.5,14.5,285.0,2.5,422.5,0.0176,0.0341,0.1541,tinggi,0,0,0
biskuit marie,100.0,425.0,7.5,14.5,65.5,14.5,285.0,2.5,422.5,0.0176,0.0341,0.1541,tinggi,0,0,0
bit,100.0,43.0,1.6,0.2,9.6,6.8,78.0,2.8,46.6,0.0372,0.0047,0.2233,rendah,0,0,0
bolu kojo jambi,100.0,285.0,4.5,8.5,48.5,22.5,95.0,1.5,288.5,0.0158,0.0298,0.1702,sedang,0,0,0
bolu kukus,100.0,285.0,5.5,8.5,45.5,18.5,145.0,1.0,280.5,0.0193,0.0298,0.1596,sedang,0,0,0
bolu kukus mekar,100.0,285.0,5.5,8.5,45.5,18.5,145.0,1.0,280.5,0.0193,0.0298,0.1596,sedang,0,0,0
bolu pisang,100.0,295.0,5.5,9.5,47.5,22.5,145.0,1.5,297.5,0.0186,0.0322,0.161,sedang,0,0,0
bolu pisang ambon,100.0,295.0,5.5,9.5,47.5,22.5,145.0,1.5,297.5,0.0186,0.0322,0.161,sedang,0,0,0
bolu pisang lampung,100.0,295.0,5.5,9.5,47.5,22.5,145.0,1.5,297.5,0.0186,0.0322,0.161,sedang,0,0,0
bongkrek,100.0,165.0,10.5,4.5,18.5,2.5,22.0,4.0,156.5,0.0636,0.0273,0.1121,sedang,0,0,0
brem padat madiun,100.0,245.0,1.5,0.5,55.5,28.5,25.0,0.5,232.5,0.0061,0.002,0.2265,sedang,0,0,0
brem solo,100.0,245.0,1.5,0.5,55.5,28.5,25.0,0.5,232.5,0.0061,0.002,0.2265,sedang,0,0,0
brenebon manado,100.0,195.0,12.5,7.5,22.5,2.5,480.0,5.5,207.5,0.0641,0.0385,0.1154,sedang,0,1,0
brengkes ikan,100.0,185.0,18.5,8.5,7.5,1.5,480.0,1.5,180.5,0.1,0.0459,0.0405,sedang,1,0,0
brengkes ikan patin,100.0,195.0,17.5,9.5,7.5,1.5,540.0,1.5,185.5,0.0897,0.0487,0.0385,sedang,1,0,0
brokoli,100.0,34.0,2.8,0.4,6.6,1.7,33.0,2.6,41.2,0.0824,0.0118,0.1941,rendah,0,0,0
brongkos,100.0,285.0,16.5,18.5,9.5,2.5,540.0,1.8,270.5,0.0579,0.0649,0.0333,sedang,1,0,0
buah buni,100.0,45.0,0.7,0.2,11.5,8.0,3.0,2.5,50.6,0.0156,0.0044,0.2556,rendah,0,0,0
buah ciplukan,100.0,53.0,1.9,0.7,11.2,6.0,3.0,1.5,58.7,0.0358,0.0132,0.2113,rendah,0,0,0
buah keben,100.0,95.0,1.5,1.0,21.0,8.5,5.0,3.5,99.0,0.0158,0.0105,0.2211,rendah,0,0,0
buah keluwak,100.0,195.0,4.5,5.5,30.5,6.5,8.0,3.5,189.5,0.0231,0.0282,0.1564,sedang,0,0,0
buah maja,100.0,85.0,2.0,0.4,19.5,8.5,5.0,5.5,89.6,0.0235,0.0047,0.2294,rendah,0,1,0
buah melinjo,100.0,66.0,3.5,1.2,13.5,5.5,5.0,1.5,78.8,0.053,0.0182,0.2045,rendah,0,0,0
buah merah papua,100.0,205.0,2.5,15.5,14.0,5.0,25.0,3.5,205.5,0.0122,0.0756,0.0683,sedang,0,0,0
buah naga,100.0,60.0,1.2,0.0,13.0,8.0,0.0,3.0,56.8,0.02,0.0,0.2167,rendah,0,0,0
buah pala bulat,100.0,525.0,5.8,36.3,49.3,2.9,16.0,20.8,547.1,0.011,0.0691,0.0939,sangat tinggi,0,1,0
buah tin,100.0,74.0,0.8,0.3,19.2,16.3,1.0,2.9,82.7,0.0108,0.0041,0.2595,rendah,0,0,0
bubur kacang hijau,100.0,185.0,5.5,3.5,32.5,14.5,85.0,4.5,183.5,0.0297,0.0189,0.1757,sedang,0,0,0
bubur manado palopo,100.0,165.0,6.5,3.5,28.5,1.5,380.0,3.0,171.5,0.0394,0.0212,0.1727,sedang,0,0,0
bubur manado tinutuan,100.0,165.0,6.5,3.5,28.5,1.5,380.0,3.0,171.5,0.0394,0.0212,0.1727,sedang,0,0,0
bubur pedas sambas,100.0,195.0,7.5,5.5,28.5,2.5,540.0,3.5,193.5,0.0385,0.0282,0.1462,sedang,0,0,0
bubur sagu maluku,100.0,245.0,1.0,1.5,55.5,12.5,65.0,0.8,239.5,0.0041,0.0061,0.2265,sedang,0,0,0
bubur sumsum,100.0,165.0,2.5,4.5,28.5,12.5,95.0,0.5,164.5,0.0152,0.0273,0.1727,sedang,0,0,0
bumbu acar,100.0,65.0,1.5,1.5,12.5,6.5,480.0,2.0,69.5,0.0231,0.0231,0.1923,rendah,0,0,0
bumbu balado,100.0,165.0,4.5,11.5,14.5,4.5,920.0,5.5,179.5,0.0273,0.0697,0.0879,sedang,0,1,1
bumbu bali,100.0,195.0,4.5,12.5,18.5,5.5,920.0,6.5,204.5,0.0231,0.0641,0.0949,sedang,0,1,1
bumbu basa kalas bali,100.0,215.0,5.5,14.5,18.5,4.5,920.0,6.5,226.5,0.0256,0.0674,0.086,sedang,0,1,1
bumbu base rajang bali,100.0,225.0,5.5,14.5,19.5,4.5,920.0,6.5,230.5,0.0244,0.0644,0.0867,sedang,0,1,1
bumbu betutu,100.0,215.0,5.5,13.5,18.5,4.5,950.0,6.5,217.5,0.0256,0.0628,0.086,sedang,0,1,1
bumbu gulai,100.0,245.0,6.5,15.5,22.5,4.5,920.0,8.5,255.5,0.0265,0.0633,0.0918,sedang,0,1,1
bumbu kacang,100.0,425.0,17.5,28.5,28.5,8.5,820.0,6.5,440.5,0.0412,0.0671,0.0671,tinggi,1,1,1
bumbu kari,100.0,235.0,6.5,14.5,22.5,4.5,920.0,8.5,246.5,0.0277,0.0617,0.0957,sedang,0,1,1
bumbu kecap,100.0,165.0,3.5,5.5,22.5,14.5,1850.0,3.5,153.5,0.0212,0.0333,0.1364,sedang,0,0,1
bumbu kuning,100.0,195.0,5.5,12.5,18.5,4.5,820.0,5.5,208.5,0.0282,0.0641,0.0949,sedang,0,1,1
bumbu lawar bali,100.0,245.0,6.5,16.5,18.5,4.5,920.0,6.5,248.5,0.0265,0.0673,0.0755,sedang,0,1,1
bumbu naniura batak,100.0,195.0,4.5,11.5,18.5,4.5,920.0,5.5,195.5,0.0231,0.059,0.0949,sedang,0,1,1
bumbu nasi goreng,100.0,185.0,4.5,9.5,22.5,8.5,1850.0,4.5,193.5,0.0243,0.0514,0.1216,sedang,0,0,1
bumbu opor,100.0,195.0,4.5,12.5,18.5,4.5,820.0,5.5,204.5,0.0231,0.0641,0.0949,sedang,0,1,1
bumbu pecel,100.0,425.0,16.5,28.5,28.5,9.5,920.0,6.5,436.5,0.0388,0.0671,0.0671,tinggi,1,1,1
bumbu pesmol,100.0,185.0,4.5,11.5,18.5,5.5,850.0,4.5,195.5,0.0243,0.0622,0.1,sedang,0,0,1
bumbu pliek u aceh,100.0,245.0,5.5,16.5,18.5,4.5,920.0,7.5,244.5,0.0224,0.0673,0.0755,sedang,0,1,1
bumbu rawon,100.0,215.0,5.5,14.5,18.5,3.5,920.0,6.5,226.5,0.0256,0.0674,0.086,sedang,0,1,1
bumbu rendang,100.0,245.0,6.5,14.5,22.5,4.5,920.0,8.5,246.5,0.0265,0.0592,0.0918,sedang,0,1,1
bumbu rica-rica,100.0,175.0,4.5,11.5,16.5,4.5,850.0,5.5,187.5,0.0257,0.0657,0.0943,sedang,0,1,1
bumbu sambal goreng,100.0,195.0,5.5,12.5,18.5,5.5,920.0,5.5,208.5,0.0282,0.0641,0.0949,sedang,0,1,1
bumbu sate,100.0,295.0,12.5,18.5,22.5,6.5,1450.0,5.5,306.5,0.0424,0.0627,0.0763,sedang,0,1,1
bumbu seruit lampung,100.0,215.0,5.5,13.5,18.5,4.5,920.0,6.5,217.5,0.0256,0.0628,0.086,sedang,0,1,1
bumbu soto,100.0,185.0,5.5,11.5,18.5,3.5,1850.0,5.5,199.5,0.0297,0.0622,0.1,sedang,0,1,1
bumbu ungkep,100.0,165.0,4.5,9.5,18.5,4.5,850.0,4.5,177.5,0.0273,0.0576,0.1121,sedang,0,0,1
bumbu woku,100.0,185.0,4.5,11.5,18.5,4.5,850.0,5.5,195.5,0.0243,0.0622,0.1,sedang,0,1,1
buncis,100.0,31.0,1.8,0.2,7.0,3.3,6.0,2.7,37.0,0.0581,0.0065,0.2258,rendah,0,0,0
bunga kecombrang,100.0,35.0,2.5,0.5,6.0,1.2,7.0,3.0,38.5,0.0714,0.0143,0.1714,rendah,0,0,0
bunga pala fuli,100.0,475.0,6.7,4.5,50.5,4.2,80.0,20.2,269.3,0.0141,0.0095,0.1063,tinggi,0,1,0
bunga pepaya,100.0,26.0,2.0,0.4,5.1,1.5,5.0,2.5,32.0,0.0769,0.0154,0.1962,rendah,0,0,0
buntut sapi,100.0,260.0,27.0,17.0,0.0,0.0,75.0,0.0,261.0,0.1038,0.0654,0.0,sedang,1,0,0
burger ayam,100.0,285.0,14.5,11.5,32.5,4.5,580.0,1.5,291.5,0.0509,0.0404,0.114,sedang,0,0,0
burger sapi,100.0,295.0,14.5,13.5,30.5,4.5,580.0,1.5,301.5,0.0492,0.0458,0.1034,sedang,0,0,0
burgo palembang,100.0,245.0,10.5,9.5,30.5,2.0,520.0,1.5,249.5,0.0429,0.0388,0.1245,sedang,0,0,0
cabai domba,100.0,95.0,4.5,1.3,19.5,10.0,14.0,3.5,107.7,0.0474,0.0137,0.2053,rendah,0,0,0
cabai gendol,100.0,100.0,4.8,1.4,20.5,10.5,14.0,3.5,113.8,0.048,0.014,0.205,rendah,0,0,0
cabai gendot,100.0,40.0,1.9,0.4,8.8,5.3,9.0,1.5,46.4,0.0475,0.01,0.22,rendah,0,0,0
cabai hiyung,100.0,105.0,5.0,1.5,21.0,11.0,15.0,3.6,117.5,0.0476,0.0143,0.2,sedang,0,0,0
cabai jemprit,100.0,105.0,5.0,1.5,21.0,11.0,15.0,3.6,117.5,0.0476,0.0143,0.2,sedang,0,0,0
cabai merah,100.0,40.0,2.3499999999999996,0.4,8.8,5.3,9.0,1.5,48.2,0.0587,0.01,0.22,rendah,0,0,0
cabai rawit,100.0,103.0,5.0,1.5,21.1,11.0,15.0,3.6,117.9,0.0485,0.0146,0.2049,sedang,0,0,0
caisim,100.0,19.0,2.0,0.3,3.4,0.5,48.0,1.6,24.3,0.1053,0.0158,0.1789,rendah,0,0,0
catemak jagung,100.0,125.0,5.5,3.5,18.5,2.0,285.0,3.0,127.5,0.044,0.028,0.148,sedang,0,0,0
ceker ayam,100.0,215.0,19.4,14.6,0.2,0.0,72.0,0.0,209.8,0.0902,0.0679,0.0009,sedang,1,0,0
celimpungan ikan,100.0,215.0,11.5,7.5,28.5,2.5,580.0,1.0,227.5,0.0535,0.0349,0.1326,sedang,0,0,0
celimpungan palembang,100.0,215.0,11.5,7.5,28.5,2.5,580.0,1.0,227.5,0.0535,0.0349,0.1326,sedang,0,0,0
cempedak,100.0,116.0,2.5,0.5,28.5,20.5,3.0,3.5,128.5,0.0216,0.0043,0.2457,sedang,0,0,0
cengkeh,100.0,274.0,6.0,13.0,65.5,2.4,277.0,33.9,403.0,0.0219,0.0474,0.2391,sedang,0,1,0
cengkeh bubuk,100.0,274.0,6.0,13.0,65.5,2.4,277.0,33.9,403.0,0.0219,0.0474,0.2391,sedang,0,1,0
ceremai,100.0,35.0,0.4,0.3,8.5,5.5,3.0,1.5,38.3,0.0114,0.0086,0.2429,rendah,0,0,0
choi pan,100.0,215.0,5.5,6.5,32.5,2.5,480.0,1.5,210.5,0.0256,0.0302,0.1512,sedang,0,0,0
cilok,100.0,195.0,4.5,6.5,31.5,1.5,450.0,0.5,202.5,0.0231,0.0333,0.1615,sedang,0,0,0
cilok bakar,100.0,215.0,4.5,7.5,32.5,2.5,480.0,1.0,215.5,0.0209,0.0349,0.1512,sedang,0,0,0
cilok bumbu kacang,100.0,285.0,6.5,9.5,32.5,4.5,480.0,2.5,241.5,0.0228,0.0333,0.114,sedang,0,0,0
cilok kuah,100.0,215.0,4.5,6.5,32.5,1.5,480.0,1.0,206.5,0.0209,0.0302,0.1512,sedang,0,0,0
cilor,100.0,245.0,8.5,12.5,25.5,1.5,520.0,0.8,248.5,0.0347,0.051,0.1041,sedang,0,0,0
cimol,100.0,215.0,3.0,9.5,30.5,1.5,420.0,0.6,219.5,0.014,0.0442,0.1419,sedang,0,0,0
cireng,100.0,225.0,3.5,10.5,30.5,1.5,420.0,0.8,230.5,0.0156,0.0467,0.1356,sedang,0,0,0
cireng isi ayam,100.0,245.0,5.5,11.5,30.5,1.5,420.0,1.0,247.5,0.0224,0.0469,0.1245,sedang,0,0,0
cireng isi sosis,100.0,245.0,5.5,11.5,30.5,1.5,420.0,1.0,247.5,0.0224,0.0469,0.1245,sedang,0,0,0
cireng isi tuna,100.0,245.0,7.5,11.5,28.5,1.5,420.0,1.0,247.5,0.0306,0.0469,0.1163,sedang,0,0,0
cireng pedas,100.0,235.0,3.5,10.5,30.5,1.5,480.0,1.0,230.5,0.0149,0.0447,0.1298,sedang,0,0,0
cokelat panas,100.0,165.0,5.5,6.5,22.5,18.5,95.0,1.5,170.5,0.0333,0.0394,0.1364,sedang,0,0,0
combro,100.0,245.0,4.5,12.5,30.5,2.5,420.0,2.0,252.5,0.0184,0.051,0.1245,sedang,0,0,0
coto makassar,100.0,255.0,14.0,17.5,7.5,1.5,700.0,1.0,243.5,0.0549,0.0686,0.0294,sedang,0,0,1
cuanki bandung,100.0,245.0,11.5,8.5,28.5,2.0,580.0,1.5,236.5,0.0469,0.0347,0.1163,sedang,0,0,0
cuka beras,100.0,22.0,0.0,0.0,0.9,0.4,5.0,0.0,3.6,0.0,0.0,0.0409,rendah,0,0,0
cuka masak,100.0,22.0,0.0,0.0,0.9,0.4,5.0,0.0,3.6,0.0,0.0,0.0409,rendah,0,0,0
cumi asam manis,100.0,195.0,14.5,7.5,18.5,12.5,580.0,1.0,199.5,0.0744,0.0385,0.0949,sedang,0,0,0
cumi bakar,100.0,145.0,16.5,5.5,4.5,0.5,380.0,0.5,133.5,0.1138,0.0379,0.031,sedang,1,0,0
cumi bangka,100.0,95.0,15.8,1.6,3.2,0.0,48.0,0.0,90.4,0.1663,0.0168,0.0337,rendah,1,0,0
cumi goreng tepung,100.0,285.0,18.5,15.5,22.0,1.0,520.0,1.0,301.5,0.0649,0.0544,0.0772,sedang,1,0,0
cumi saus padang,100.0,215.0,14.5,8.5,18.5,4.5,580.0,1.5,208.5,0.0674,0.0395,0.086,sedang,0,0,0
cumi saus tiram,100.0,165.0,14.5,5.5,12.5,4.5,720.0,0.5,157.5,0.0879,0.0333,0.0758,sedang,0,0,1
cumi tinta,100.0,165.0,14.5,7.5,12.5,1.5,480.0,0.5,175.5,0.0879,0.0455,0.0758,sedang,0,0,0
cumi-cumi,100.0,92.0,15.5,1.5,3.1,0.0,44.0,0.0,87.9,0.1685,0.0163,0.0337,rendah,1,0,0
dabu-dabu kohu,100.0,85.0,1.8,5.5,8.0,3.0,320.0,1.5,88.7,0.0212,0.0647,0.0941,rendah,0,0,0
dada ayam,100.0,165.0,31.0,3.6,0.0,0.0,74.0,0.0,156.4,0.1879,0.0218,0.0,sedang,1,0,0
dadar gulung,100.0,195.0,3.2,7.1,30.5,15.2,38.0,1.6,198.7,0.0164,0.0364,0.1564,sedang,0,0,0
dadih mentah,100.0,145.0,5.5,11.5,6.5,6.5,95.0,0.0,151.5,0.0379,0.0793,0.0448,sedang,0,0,0
dadih sumbar,100.0,165.0,5.5,11.5,6.5,6.5,95.0,0.0,151.5,0.0333,0.0697,0.0394,sedang,0,0,0
dage,100.0,165.0,11.5,5.5,18.5,2.5,25.0,4.0,169.5,0.0697,0.0333,0.1121,sedang,0,0,0
daging angsa,100.0,305.0,19.5,24.0,0.0,0.0,70.0,0.0,294.0,0.0639,0.0787,0.0,tinggi,1,0,0
daging asap ntt,100.0,285.0,24.5,18.5,5.5,1.0,580.0,0.5,286.5,0.086,0.0649,0.0193,sedang,1,0,0
daging babi,100.0,242.0,27.5,14.0,0.0,0.0,62.0,0.0,236.0,0.1136,0.0579,0.0,sedang,1,0,0
daging bebek,100.0,337.0,19.0,28.5,0.0,0.0,65.0,0.0,332.5,0.0564,0.0846,0.0,tinggi,1,0,0
daging burung dara,100.0,142.0,17.5,7.5,0.0,0.0,54.0,0.0,137.5,0.1232,0.0528,0.0,sedang,1,0,0
daging burung puyuh,100.0,134.0,21.5,4.5,0.0,0.0,51.0,0.0,126.5,0.1604,0.0336,0.0,sedang,1,0,0
daging domba,100.0,284.0,25.0,19.5,0.0,0.0,72.0,0.0,275.5,0.088,0.0687,0.0,sedang,1,0,0
daging entok,100.0,280.0,18.5,22.5,0.0,0.0,70.0,0.0,276.5,0.0661,0.0804,0.0,sedang,1,0,0
daging itik,100.0,337.0,19.0,28.5,0.0,0.0,65.0,0.0,332.5,0.0564,0.0846,0.0,tinggi,1,0,0
daging kalkun,100.0,158.0,23.0,7.0,0.0,0.0,65.0,0.0,155.0,0.1456,0.0443,0.0,sedang,1,0,0
daging kambing,100.0,294.0,25.5,21.0,0.0,0.0,75.0,0.0,291.0,0.0867,0.0714,0.0,sedang,1,0,0
daging kambing giling,100.0,285.0,24.5,20.0,0.0,0.0,78.0,0.0,278.0,0.086,0.0702,0.0,sedang,1,0,0
daging kerbau,100.0,160.0,26.0,5.5,0.0,0.0,75.0,0.0,153.5,0.1625,0.0344,0.0,sedang,1,0,0
daging kuda,100.0,133.0,21.0,4.6,0.0,0.0,53.0,0.0,125.4,0.1579,0.0346,0.0,sedang,1,0,0
daging sapi,100.0,250.0,26.0,15.0,0.0,0.0,72.0,0.0,239.0,0.104,0.06,0.0,sedang,1,0,0
daging sapi giling,100.0,254.0,25.5,16.5,0.0,0.0,75.0,0.0,250.5,0.1004,0.065,0.0,sedang,1,0,0
dali ni horbo,100.0,245.0,12.5,18.5,8.5,4.5,380.0,0.5,250.5,0.051,0.0755,0.0347,sedang,0,0,0
dali ni horbo segar,100.0,245.0,12.5,18.5,8.5,4.5,380.0,0.5,250.5,0.051,0.0755,0.0347,sedang,0,0,0
dange,100.0,215.0,4.5,6.5,35.5,14.5,85.0,2.5,218.5,0.0209,0.0302,0.1651,sedang,0,0,0
daun andong,100.0,35.0,3.5,0.5,5.5,0.5,12.0,2.8,40.5,0.1,0.0143,0.1571,rendah,0,0,0
daun bawang,100.0,32.0,1.8,0.4,7.3,2.3,16.0,2.6,40.0,0.0562,0.0125,0.2281,rendah,0,0,0
daun bawang batang,100.0,32.0,1.8,0.2,7.3,2.3,16.0,2.6,38.2,0.0562,0.0062,0.2281,rendah,0,0,0
daun bawang prei,100.0,32.0,1.8,0.2,7.3,2.3,16.0,2.6,38.2,0.0562,0.0062,0.2281,rendah,0,0,0
daun beluntas,100.0,32.0,4.0,0.5,4.5,0.5,14.0,2.5,38.5,0.125,0.0156,0.1406,rendah,0,0,0
daun bidara,100.0,38.0,4.5,0.5,5.5,1.0,8.0,3.0,44.5,0.1184,0.0132,0.1447,rendah,0,0,0
daun bidara segar,100.0,38.0,4.5,0.5,5.5,1.0,8.0,3.0,44.5,0.1184,0.0132,0.1447,rendah,0,0,0
daun cikur,100.0,35.0,3.0,0.5,6.0,0.8,8.0,2.5,40.5,0.0857,0.0143,0.1714,rendah,0,0,0
daun ginje,100.0,32.0,3.0,0.5,5.5,0.8,10.0,2.5,38.5,0.0938,0.0156,0.1719,rendah,0,0,0
daun ginseng,100.0,35.0,3.8,0.5,5.8,1.2,14.0,2.8,42.9,0.1086,0.0143,0.1657,rendah,0,0,0
daun jambu biji,100.0,45.0,2.8,0.6,8.5,1.5,9.0,3.8,50.6,0.0622,0.0133,0.1889,rendah,0,0,0
daun jambu mete,100.0,32.0,3.5,0.5,5.0,0.8,8.0,2.5,38.5,0.1094,0.0156,0.1562,rendah,0,0,0
daun jeruk purut,100.0,110.0,5.5,1.5,25.0,0.0,8.0,12.0,135.5,0.05,0.0136,0.2273,sedang,0,1,0
daun jeruk purut segar,100.0,110.0,5.5,1.5,25.0,0.0,8.0,12.0,135.5,0.05,0.0136,0.2273,sedang,0,1,0
daun kari,100.0,110.0,6.0,1.0,19.0,0.0,6.0,6.0,109.0,0.0545,0.0091,0.1727,sedang,0,1,0
daun karuk,100.0,38.0,3.5,0.6,5.8,0.8,12.0,2.8,42.6,0.0921,0.0158,0.1526,rendah,0,0,0
daun katuk,100.0,35.0,4.8,1.0,4.0,1.0,9.0,3.2,44.2,0.1371,0.0286,0.1143,rendah,0,0,0
daun kelor,100.0,64.0,9.4,1.4,8.3,1.5,9.0,2.0,83.4,0.1469,0.0219,0.1297,rendah,0,0,0
daun kelor merah,100.0,64.0,9.4,1.4,8.3,1.5,9.0,2.0,83.4,0.1469,0.0219,0.1297,rendah,0,0,0
daun kemangi,100.0,23.0,3.1,0.6,2.7,0.3,4.0,1.6,28.6,0.1348,0.0261,0.1174,rendah,0,0,0
daun kemangi ungu,100.0,23.0,3.1,0.6,2.7,0.3,4.0,1.6,28.6,0.1348,0.0261,0.1174,rendah,0,0,0
daun ketela rambat,100.0,42.0,3.5,0.5,7.5,1.0,12.0,3.5,48.5,0.0833,0.0119,0.1786,rendah,0,0,0
daun ketumbar,100.0,23.0,2.1,0.5,3.7,0.9,46.0,2.8,27.7,0.0913,0.0217,0.1609,rendah,0,0,0
daun kremah,100.0,28.0,2.8,0.4,4.8,0.6,11.0,2.2,34.0,0.1,0.0143,0.1714,rendah,0,0,0
daun krokot,100.0,16.0,1.3,0.1,5.5,0.4,45.0,0.9,28.1,0.0812,0.0062,0.3438,rendah,0,0,0
daun kunir,100.0,85.0,2.5,1.0,18.5,0.0,8.0,4.0,93.0,0.0294,0.0118,0.2176,rendah,0,0,0
daun kunyit,100.0,85.0,2.5,1.0,18.5,0.0,8.0,4.0,93.0,0.0294,0.0118,0.2176,rendah,0,0,0
daun leunca,100.0,32.0,4.0,0.6,5.0,0.8,15.0,3.0,41.4,0.125,0.0188,0.1562,rendah,0,0,0
daun mangkokan,100.0,28.0,3.0,0.5,4.5,0.8,12.0,2.5,34.5,0.1071,0.0179,0.1607,rendah,0,0,0
daun melayu,100.0,38.0,4.0,0.5,6.0,0.8,10.0,3.0,44.5,0.1053,0.0132,0.1579,rendah,0,0,0
daun melinjo,100.0,99.0,4.5,1.3,20.0,1.5,8.0,5.5,109.7,0.0455,0.0131,0.202,rendah,0,1,0
daun mengkudu,100.0,35.0,4.0,0.5,5.5,0.8,12.0,3.0,42.5,0.1143,0.0143,0.1571,rendah,0,0,0
daun mint,100.0,70.0,3.8,0.9,14.9,0.0,31.0,8.0,82.9,0.0543,0.0129,0.2129,rendah,0,1,0
daun mint segar,100.0,70.0,3.8,0.9,14.9,0.0,31.0,8.0,82.9,0.0543,0.0129,0.2129,rendah,0,1,0
daun pakis muda,100.0,34.0,4.6,0.4,5.5,0.8,9.0,3.6,44.0,0.1353,0.0118,0.1618,rendah,0,0,0
daun pandan,100.0,70.0,2.0,0.5,16.5,0.0,5.0,3.5,78.5,0.0286,0.0071,0.2357,rendah,0,0,0
daun pandan wangi,100.0,70.0,2.0,0.5,16.5,0.0,5.0,3.5,78.5,0.0286,0.0071,0.2357,rendah,0,0,0
daun pepaya,100.0,79.0,8.0,2.0,11.9,3.5,6.0,4.2,97.6,0.1013,0.0253,0.1506,rendah,0,0,0
daun pisang muda,100.0,65.0,2.0,0.5,14.5,0.5,8.0,4.5,70.5,0.0308,0.0077,0.2231,rendah,0,0,0
daun pohpohan,100.0,32.0,3.0,0.5,5.5,0.8,12.0,2.5,38.5,0.0938,0.0156,0.1719,rendah,0,0,0
daun ruku-ruku,100.0,25.0,3.2,0.6,21.0,0.3,4.0,1.6,102.2,0.128,0.024,0.84,rendah,0,0,0
daun salam,100.0,313.0,7.6,8.4,74.9,0.0,23.0,26.3,405.6,0.0243,0.0268,0.2393,tinggi,0,1,0
daun salam jawa,100.0,313.0,7.6,8.4,74.9,0.0,23.0,26.3,405.6,0.0243,0.0268,0.2393,tinggi,0,1,0
