id,food_name,category,image_url,calories_kcal,protein_g,fat_g,carbohydrates_g,sugar_g,sodium_mg,fiber_g,source
151,kerang rebus,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,95,16.5,2.0,4.5,0.5,320,0.3,hand_curated
152,lempah kuning bangka,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Lempah_kuning.JPG,145,15.5,6.5,6.5,1.5,520,1.8,hand_curated
153,pempek kapal selam,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pempek_campur.JPG,285,14.3,9.8,35.5,3.8,612,0.6,hand_curated
154,pempek lenjer,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pempek_campur.JPG,215,11.5,6.5,28.5,2.8,520,0.5,hand_curated
155,pempek adaan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pempek_campur.JPG,225,12.5,7.8,28.0,2.5,540,0.5,hand_curated
156,pempek kulit,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pempek_campur.JPG,235,13.5,8.5,28.5,2.5,560,0.5,hand_curated
157,tekwan palembang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tekwan.JPG,142,9.1,3.2,20.4,1.0,540,0.5,hand_curated
158,model palembang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pempek_campur.JPG,195,10.5,5.5,28.5,2.0,580,0.8,hand_curated
159,bakwan sayur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,235,5.5,12.5,27.5,2.0,480,2.2,hand_curated
160,tahu isi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,185,8.5,10.5,15.5,2.0,420,2.0,hand_curated
161,tempe goreng tepung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,215,11.5,13.5,12.5,2.0,380,3.5,hand_curated
162,cireng,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,225,3.5,10.5,30.5,1.5,420,0.8,hand_curated
163,cilok,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,195,4.5,6.5,31.5,1.5,450,0.5,hand_curated
164,cilor,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,245,8.5,12.5,25.5,1.5,520,0.8,hand_curated
165,cimol,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,215,3.0,9.5,30.5,1.5,420,0.6,hand_curated
166,pisang goreng,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,235,2.5,8.5,40.5,15.5,125,2.5,hand_curated
167,tahu gejrot,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Pisang_goreng_fried_banana.JPG,95,5.5,4.5,9.5,4.5,620,1.5,hand_curated
168,klepon,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_putu_klepon_keliling.JPG,175,2.5,3.8,32.4,18.5,22,0.7,hand_curated
169,onde-onde,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_putu_klepon_keliling.JPG,235,4.5,6.5,38.5,15.5,85,1.5,hand_curated
170,lemper ayam,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_Tradisional_Lemper.jpg,215,8.5,6.5,31.5,1.5,380,1.0,hand_curated
171,lumpia semarang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,245,9.5,8.5,32.5,3.5,520,2.2,hand_curated
172,risoles,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,265,8.5,12.5,28.5,3.5,480,1.8,hand_curated
173,pastel,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,285,8.5,14.5,30.5,3.5,520,2.0,hand_curated
174,bakpia pathok,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,195,4.5,6.5,30.5,12.5,120,1.5,hand_curated
175,kue lapis legit,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,225,3.5,7.5,35.5,18.5,85,0.8,hand_curated
176,martabak manis,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/MartabakManis.JPG,430,7.1,18.2,58.9,18.4,285,1.8,hand_curated
177,martabak telur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Hoklopan-Martabak_Bangka.JPG,325,14.5,18.5,25.5,2.0,520,1.2,hand_curated
178,getuk singkong,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,175,1.5,2.5,37.5,14.5,45,1.5,hand_curated
179,kue cucur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,215,3.0,6.5,36.5,16.5,85,1.0,hand_curated
180,kue lumpur kentang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,235,4.5,8.5,35.0,14.5,125,1.2,hand_curated
181,putu ayu,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_putu_klepon_keliling.JPG,185,3.0,5.5,32.5,15.5,95,0.9,hand_curated
182,dadar gulung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kue_dadar_gulung.JPG,195,3.2,7.1,30.5,15.2,38,1.6,hand_curated
183,kerak telor betawi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kerak_telor.JPG,299,10.2,17.1,25.7,0.6,345,1.2,hand_curated
184,ketupat sayur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Ketupat_sayur.JPG,245,7.5,9.5,30.5,2.5,520,2.0,hand_curated
185,bubur ayam jakarta,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Bubur_ayam_chicken_porridge.JPG,188,8.2,4.9,27.8,0.8,512,0.9,hand_curated
186,bubur manado tinutuan,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Bubur_ayam_chicken_porridge.JPG,165,6.5,3.5,28.5,1.5,380,3.0,hand_curated
187,bubur kacang hijau,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Bubur_ayam_chicken_porridge.JPG,185,5.5,3.5,32.5,14.5,85,4.5,hand_curated
188,bubur sumsum,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,165,2.5,4.5,28.5,12.5,95,0.5,hand_curated
189,siomay bandung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,215,12.5,8.5,22.5,2.5,520,1.2,hand_curated
190,batagor bandung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Batagor.jpg,275,11.5,12.8,29.6,1.9,448,1.6,hand_curated
191,sambal lingkung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lingkung.JPG,285,18.5,14.5,18.5,1.5,480,1.5,hand_curated
192,ikan bakar sambal lampung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,215,24.5,10.5,6.5,2.0,580,1.5,hand_curated
193,es cendol,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,145,1.5,4.5,25.5,18.5,65,1.0,hand_curated
194,es teler,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,185,2.5,5.5,32.5,22.5,45,2.5,hand_curated
195,es doger,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,165,2.0,4.5,30.5,20.5,55,1.5,hand_curated
196,es kelapa muda,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,95,0.8,1.5,18.5,14.5,105,1.2,hand_curated
197,wedang jahe,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,85,0.3,0.2,21.5,18.5,8,0.3,hand_curated
198,wedang ronde,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,165,2.5,3.5,32.5,20.5,25,0.8,hand_curated
199,es pisang ijo makassar,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,195,2.5,4.5,36.5,22.5,65,1.8,hand_curated
200,es campur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,175,2.0,4.5,32.5,20.5,55,1.5,hand_curated
201,es buah salak,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_Buah_Salak.jpg,155,1.8,3.5,30.5,21.5,45,1.5,hand_curated
202,es buah naga,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Es_buah_dengan_buah_naga.jpg,165,2.0,3.5,31.5,22.5,50,2.0,hand_curated
203,ikan kembung,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,112,21.0,2.5,0,0,120,0,hand_curated
204,ikan tongkol,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,144,27.5,2.5,0,0,135,0,hand_curated
205,ikan tuna,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,132,28.5,1.8,0,0,95,0,hand_curated
206,ikan cakalang,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,118,25.5,1.5,0,0,105,0,hand_curated
207,ikan tenggiri,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,109,22.5,2.0,0,0,88,0,hand_curated
208,ikan bandeng,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,142,20.5,6.2,0,0,95,0,hand_curated
209,ikan lele,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,105,18.5,2.8,0,0,72,0,hand_curated
210,ikan nila,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,96,20.0,1.7,0,0,52,0,hand_curated
211,ikan gurame,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,112,19.5,3.5,0,0,68,0,hand_curated
212,ikan mas,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,127,17.8,5.2,0,0,75,0,hand_curated
213,ikan patin,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,132,17.0,6.8,0,0,58,0,hand_curated
214,ikan baronang,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,102,20.5,1.8,0,0,88,0,hand_curated
215,ikan kakap merah,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,110,22.5,1.7,0,0,82,0,hand_curated
216,ikan kerapu,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,105,21.5,1.5,0,0,78,0,hand_curated
217,ikan mujair,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,89,18.5,1.2,0,0,55,0,hand_curated
218,ikan teri,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,135,25.5,3.5,0,0,620,0,hand_curated
219,ikan pari,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,95,20.5,1.2,0,0,145,0,hand_curated
220,ikan layang,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,115,23.0,2.2,0,0,95,0,hand_curated
221,ikan selar,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,122,22.5,3.2,0,0,92,0,hand_curated
222,ikan kuwe,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,118,22.0,2.8,0,0,85,0,hand_curated
223,ikan bawal,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,128,19.5,5.5,0,0,75,0,hand_curated
224,ikan bilis,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,125,23.5,3.2,0,0,480,0,hand_curated
225,ikan gabus,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_gabus.JPG,74,16.5,0.5,0,0,55,0,hand_curated
226,ikan jambal,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,108,18.5,3.5,0,0,65,0,hand_curated
227,ikan kutuk,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_gabus.JPG,74,16.5,0.5,0,0,55,0,hand_curated
228,ikan sepat,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,85,17.5,1.2,0,0,48,0,hand_curated
229,ikan belut,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,236,18.5,18.5,0,0,72,0,hand_curated
230,ikan sidat,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,265,20.5,21.5,0,0,82,0,hand_curated
231,ikan tambakan,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,92,19.5,1.5,0,0,55,0,hand_curated
232,ikan wader,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,88,18.5,1.3,0,0,52,0,hand_curated
233,ikan tawes,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,102,19.0,2.3,0,0,62,0,hand_curated
234,ikan nilem,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,98,18.5,2.1,0,0,58,0,hand_curated
235,ikan baung,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,115,20.0,3.5,0,0,68,0,hand_curated
236,ikan haruan,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_gabus.JPG,75,16.5,0.6,0,0,56,0,hand_curated
237,ikan papuyu betok,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Anabas_testudineus_climbing_perch.jpg,120,14.3,4.9,0,0,75,0,hand_curated
238,ikan betutu,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,98,19.0,2.0,0,0,58,0,hand_curated
239,ikan hiu,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,130,21.0,4.5,0,0,79,0,hand_curated
240,ikan sarden,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,208,24.5,11.5,0,0,305,0,hand_curated
241,ikan makarel,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,205,18.5,13.8,0,0,290,0,hand_curated
242,ikan kembung banjar,ikan,https://commons.wikimedia.org/wiki/Special:FilePath/Goreng_ikan_teri.JPG,115,22.0,2.8,0,0,125,0,hand_curated
243,daging sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,250,26.0,15.0,0,0,72,0,hand_curated
244,daging kambing,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,294,25.5,21.0,0,0,75,0,hand_curated
245,daging domba,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,284,25.0,19.5,0,0,72,0,hand_curated
246,daging kerbau,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,160,26.0,5.5,0,0,75,0,hand_curated
247,daging kuda,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,133,21.0,4.6,0,0,53,0,hand_curated
248,daging babi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,242,27.5,14.0,0,0,62,0,hand_curated
249,hati sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,135,20.5,3.6,3.9,0,69,0,hand_curated
250,jantung sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,140,17.5,6.0,0.5,0,85,0,hand_curated
251,paru sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,90,16.5,2.2,0,0,115,0,hand_curated
252,iga sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,290,21.5,22.5,0,0,72,0,hand_curated
253,buntut sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,260,27.0,17.0,0,0,75,0,hand_curated
254,lidah sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,235,16.0,18.5,0.5,0,85,0,hand_curated
255,otak sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,125,10.5,8.5,1.2,0,125,0,hand_curated
256,usus sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,138,17.5,6.5,0,0,85,0,hand_curated
257,babat sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,85,12.5,3.5,0,0,95,0,hand_curated
258,tetelan sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,215,18.5,15.0,0,0,78,0,hand_curated
259,sumsum sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,786,7.5,84.0,0,0,52,0,hand_curated
260,tulang iga sapi,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,210,18.5,14.5,0,0,75,0,hand_curated
261,daging sapi giling,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,254,25.5,16.5,0,0,75,0,hand_curated
262,daging kambing giling,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Rendang_daging_sapi_asli_Padang.JPG,285,24.5,20.0,0,0,78,0,hand_curated
263,hati kambing,daging,https://commons.wikimedia.org/wiki/Special:FilePath/Sate_Hati_Kambing.JPG,125,20.5,3.9,1.9,0,68,0,hand_curated
264,hati ayam (organ daging),daging,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,119,16.9,4.8,0.7,0,71,0,hand_curated
265,ayam kampung,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,165,22.5,7.5,0,0,70,0,hand_curated
266,ayam broiler,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,215,18.5,15.0,0,0,82,0,hand_curated
267,ayam petelur afkir,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,185,20.0,11.5,0,0,78,0,hand_curated
268,dada ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,165,31.0,3.6,0,0,74,0,hand_curated
269,paha ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,210,20.5,14.0,0,0,85,0,hand_curated
270,sayap ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,203,18.5,13.6,0,0,82,0,hand_curated
271,ceker ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,215,19.4,14.6,0.2,0,72,0,hand_curated
272,hati ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,119,16.9,4.8,0.7,0,71,0,hand_curated
273,ampela ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Mie_Ayam_Bakso_Ceker.JPG,94,17.7,2.1,0,0,68,0,hand_curated
274,kulit ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,350,13.5,32.5,0,0,62,0,hand_curated
275,daging bebek,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,337,19.0,28.5,0,0,65,0,hand_curated
276,daging itik,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,337,19.0,28.5,0,0,65,0,hand_curated
277,daging entok,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,280,18.5,22.5,0,0,70,0,hand_curated
278,daging burung dara,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,142,17.5,7.5,0,0,54,0,hand_curated
279,daging burung puyuh,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,134,21.5,4.5,0,0,51,0,hand_curated
280,daging angsa,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,305,19.5,24.0,0,0,70,0,hand_curated
281,daging kalkun,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,158,23.0,7.0,0,0,65,0,hand_curated
282,telur ayam,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Kerak_telor.JPG,155,13.0,11.0,1.1,1.1,124,0,hand_curated
283,telur ayam kampung,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Ayam_goreng_in_Jakarta.JPG,162,12.8,11.5,1.0,1.0,120,0,hand_curated
284,telur bebek,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Kerak_telor.JPG,185,12.8,13.8,1.5,1.0,146,0,hand_curated
285,telur puyuh,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Kerak_telor.JPG,158,13.0,11.0,0.4,0.4,141,0,hand_curated
286,telur asin,ayam,https://commons.wikimedia.org/wiki/Special:FilePath/Kerak_telor.JPG,195,13.5,14.0,1.5,0.5,1520,0,hand_curated
287,udang windu,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,95,20.0,1.5,0,0,155,0,hand_curated
288,udang galah,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,105,22.0,1.8,0,0,165,0,hand_curated
289,udang vaname,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,90,19.5,1.3,0,0,150,0,hand_curated
290,udang rebon,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,82,15.5,1.5,0,0,220,0,hand_curated
291,udang kering,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,296,62.5,6.5,0,0,1850,0,hand_curated
292,cumi-cumi,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,92,15.5,1.5,3.1,0,44,0,hand_curated
293,sotong,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,85,16.5,1.2,2.5,0,62,0,hand_curated
294,gurita,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,82,14.9,1.0,2.2,0,230,0,hand_curated
295,kepiting,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,83,18.5,0.8,0,0,395,0,hand_curated
296,rajungan,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,87,18.1,1.1,0,0,380,0,hand_curated
297,lobster,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,89,19.0,0.9,0,0,296,0,hand_curated
298,kerang hijau,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,86,12.0,2.2,3.7,0,286,0,hand_curated
299,kerang dara,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,79,12.5,1.5,4.0,0,235,0,hand_curated
300,kerang bulu,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,75,13.0,1.2,3.5,0,210,0,hand_curated
301,kerang batik,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,82,13.5,1.5,3.8,0,250,0,hand_curated
302,tiram,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,68,7.0,2.4,3.9,0,106,0,hand_curated
303,remis,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,74,12.5,1.5,3.5,0,215,0,hand_curated
304,simping,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,78,14.0,1.4,3.0,0,180,0,hand_curated
305,rumput laut,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,43,1.7,0.6,9.6,0.5,233,1.3,hand_curated
306,teripang,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,56,8.5,0.8,3.5,0,210,0,hand_curated
307,kepiting bakau,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,95,19.5,1.2,0,0,425,0,hand_curated
308,udang jerbung,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,99,20.5,1.8,0,0,160,0,hand_curated
309,udang peci,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Udang_Sambal_Petai.jpg,92,18.5,1.5,0,0,158,0,hand_curated
310,cumi bangka,seafood,https://commons.wikimedia.org/wiki/Special:FilePath/Siomay_Udang_Glodok.JPG,95,15.8,1.6,3.2,0,48,0,hand_curated
